,Author,cm_tot,cm_min,cm_max,cm_avg,rd_tot,rd_min,rd_max,rd_avg,f_count,correct_author,grouping
17146,Flavio Donzé,-0.9998847863875181,-0.4472152820133013,-1.0000010997505127,-1.0000017241237655,-0.3822278299799315,0.3488202406304275,0.1125236113400694,0.23398857508966633,-0.4195819382505903,0,2858
17147,Paul Leacu,-1.0001002303677753,-0.4472129910417943,-1.0000019659391763,-1.000000754759981,-0.44963843898852107,-0.339622203347592,-1.207536367842851,-1.0869361825930375,-0.445623965698693,0,2858
17148,Bob Brodt,0.9999999947679347,-0.447216683404313,0.9999999999997502,0.9999999999997959,1.8032866937715541,-0.9903669133416253,0.4326267790906291,-0.4564622775186115,2.2367048614558858,1,2859
17149,bfitzpat,0.9999999947679347,2.2360679774964685,0.9999999999997502,0.9999999999997959,-0.4522180490927307,-0.27907192790369406,-1.149931523453154,-0.9129566892021345,-0.46050512424046597,0,2859
17150,adrobisch,-1.0001059076876522,-0.4472117693041356,-0.999998707180325,-0.9999987857840738,-0.45144070752857757,-0.17054871665891586,0.21472135936281547,-0.7408104745120009,-0.4642254138759092,0,2859
17151,rbrodt,0.9999999947679347,-0.4472133094350168,0.9999999999997502,0.9999999999997959,-0.4352846902295604,-0.1290725009433024,-0.31309429663575006,-0.9198732482316712,-0.445623965698693,0,2859
17152,Flavio Donzé,-0.9997968832796515,-0.4472145843103742,-0.9999999409088612,-1.0000007020613022,-0.3986129174344398,-0.28452321456432106,-0.5330465543353111,-0.6215531665702237,-0.4195819382505903,0,2859
17153,Paul Leacu,-1.0000876312084972,-0.44721096541379723,-1.0000005328551747,-0.9999993549447436,-0.44931189680955913,0.26672498732213534,-1.4624144382753528,-0.9240112057407049,-0.445623965698693,0,2859
17154,Bob Brodt,0.9999999947679347,-0.4472172451807737,0.9999999999997502,0.9999999999997959,2.7728461426061095,-1.2295549365820053,2.5565857479571283,0.8688858237527856,2.2367048614558858,1,2860
17155,bfitzpat,0.9999999947679347,2.2360679774964685,0.9999999999997502,0.9999999999997959,-0.4507145938053749,0.49714944948980655,0.1026156782648481,0.7748449969593342,-0.46050512424046597,0,2860
